"ITTER107","Territory","TIPO_DATO15","Biometric functions","SEXISTAT1","Gender","ETA1","Age and age class","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1980","1980",45.908,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1981","1981",46.419,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1982","1982",46.486,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1983","1983",46.288,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1984","1984",46.884,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1985","1985",46.903,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1986","1986",47.177,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1987","1987",47.541,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1988","1988",47.769,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1989","1989",48.121,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1990","1990",48.208,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1991","1991",48.44,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1992","1992",48.689,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1993","1993",48.782,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1994","1994",48.948,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1995","1995",49.199,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1996","1996",49.373,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1997","1997",49.543,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1998","1998",49.614,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","1999","1999",49.957,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2000","2000",50.378,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2001","2001",50.811,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2002","2002",50.962,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2003","2003",50.825,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2004","2004",51.531,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2005","2005",51.548,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2006","2006",51.877,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2007","2007",51.974,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2008","2008",52.031,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2009","2009",52.147,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2010","2010",52.467,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2011","2011",52.632,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2012","2012",52.678,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2013","2013",52.976,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2014","2014",53.219,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2015","2015",52.859,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2016","2016",53.386,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2017","2017",53.222,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2018","2018",53.545,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2019","2019",53.742,,
"IT","Italy","LIFEXP","life expectancy - ex","9","total","Y30-34","30-34 years","2020","2020",52.627,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1974","1974",477927,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1975","1975",478801,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1976","1976",480042,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1977","1977",480820,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1978","1978",481898,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1979","1979",482664,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1980","1980",483229,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1981","1981",483984,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1982","1982",485036,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1983","1983",485858,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1984","1984",486519,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1985","1985",486862,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1986","1986",487177,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1987","1987",487569,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1988","1988",487968,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1989","1989",487942,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1990","1990",488010,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1991","1991",487697,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1992","1992",487496,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1993","1993",487662,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1994","1994",488169,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1995","1995",488738,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1996","1996",489236,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1997","1997",489688,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1998","1998",490153,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","1999","1999",490754,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2000","2000",491304,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2001","2001",491737,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2002","2002",492268,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2003","2003",492806,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2004","2004",493194,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2005","2005",493392,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2006","2006",493509,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2007","2007",493752,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2008","2008",494001,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2009","2009",494069,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2010","2010",494331,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2011","2011",494516,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2012","2012",494867,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2013","2013",494938,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2014","2014",495113,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2015","2015",495162,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2016","2016",495251,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2017","2017",495315,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2018","2018",495313,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2019","2019",495442,,
"IT","Italy","PYLIVED","years lived - Lx","9","total","Y30-34","30-34 years","2020","2020",495628,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1974","1974",0.9905921,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1975","1975",0.9908155,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1976","1976",0.990995,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1977","1977",0.9911669,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1978","1978",0.9914547,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1979","1979",0.9916516,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1980","1980",0.9916512,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1981","1981",0.9918873,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1982","1982",0.9919407,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1983","1983",0.9922149,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1984","1984",0.9924091,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1985","1985",0.9926178,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1986","1986",0.9928974,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1987","1987",0.993003,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1988","1988",0.9931355,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1989","1989",0.9932882,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1990","1990",0.9932457,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1991","1991",0.9932531,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1992","1992",0.9931523,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1993","1993",0.9933109,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1994","1994",0.9933312,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1995","1995",0.9932909,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1996","1996",0.9933286,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1997","1997",0.99354,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1998","1998",0.9937907,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","1999","1999",0.994061,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2000","2000",0.9942948,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2001","2001",0.9945301,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2002","2002",0.9948469,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2003","2003",0.9950957,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2004","2004",0.9952375,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2005","2005",0.9952957,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2006","2006",0.995348,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2007","2007",0.9954672,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2008","2008",0.9955966,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2009","2009",0.995694,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2010","2010",0.9958425,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2011","2011",0.9959745,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2012","2012",0.9960955,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2013","2013",0.9961245,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2014","2014",0.9961448,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2015","2015",0.9961727,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2016","2016",0.9961881,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2017","2017",0.996216,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2018","2018",0.996223,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2019","2019",0.9962814,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y35-39","35-39 years","2020","2020",0.9962917,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1974","1974",0.974822,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1975","1975",0.9743148,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1976","1976",0.9740438,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1977","1977",0.9748399,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1978","1978",0.9752383,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1979","1979",0.9756765,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1980","1980",0.9762093,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1981","1981",0.9771591,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1982","1982",0.9776684,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1983","1983",0.9777801,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1984","1984",0.9788476,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1985","1985",0.9795937,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1986","1986",0.9805551,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1987","1987",0.9811077,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1988","1988",0.981831,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1989","1989",0.9819443,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1990","1990",0.9824498,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1991","1991",0.9827618,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1992","1992",0.9832182,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1993","1993",0.9835596,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1994","1994",0.9837102,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1995","1995",0.9847105,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1996","1996",0.9850421,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1997","1997",0.9850577,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1998","1998",0.9852705,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","1999","1999",0.9856529,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2000","2000",0.9861292,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2001","2001",0.9866274,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2002","2002",0.9875133,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2003","2003",0.9875794,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2004","2004",0.987928,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2005","2005",0.9883428,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2006","2006",0.9885649,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2007","2007",0.9888016,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2008","2008",0.9890118,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2009","2009",0.9889304,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2010","2010",0.9893454,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2011","2011",0.9894793,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2012","2012",0.9897568,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2013","2013",0.9897247,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2014","2014",0.9899784,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2015","2015",0.9897923,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2016","2016",0.9901834,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2017","2017",0.9903473,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2018","2018",0.9904561,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2019","2019",0.990753,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y45-49","45-49 years","2020","2020",0.9902871,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1974","1974",0.9844423,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1975","1975",0.9844719,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1976","1976",0.9844744,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1977","1977",0.9847169,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1978","1978",0.9851937,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1979","1979",0.9856382,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1980","1980",0.9859756,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1981","1981",0.9865228,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1982","1982",0.9868661,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1983","1983",0.9872545,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1984","1984",0.9875537,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1985","1985",0.9878036,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1986","1986",0.9879272,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1987","1987",0.9880594,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1988","1988",0.9882569,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1989","1989",0.9887934,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1990","1990",0.98925,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1991","1991",0.9896325,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1992","1992",0.989781,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1993","1993",0.9900272,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1994","1994",0.9900712,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1995","1995",0.9901361,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1996","1996",0.9902281,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1997","1997",0.9904616,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1998","1998",0.9907275,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","1999","1999",0.9910062,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2000","2000",0.9913432,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2001","2001",0.9916947,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2002","2002",0.9921088,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2003","2003",0.9924363,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2004","2004",0.9926059,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2005","2005",0.9927749,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2006","2006",0.9928392,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2007","2007",0.9929945,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2008","2008",0.9931116,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2009","2009",0.9932037,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2010","2010",0.9933369,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2011","2011",0.9934761,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2012","2012",0.9936379,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2013","2013",0.9936919,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2014","2014",0.993816,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2015","2015",0.993877,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2016","2016",0.9939731,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2017","2017",0.9939832,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2018","2018",0.9940609,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2019","2019",0.9940971,,
"IT","Italy","PROJPROB","projection probability - Px","9","total","Y40-44","40-44 years","2020","2020",0.994064,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1974","1974",686,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1975","1975",669,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1976","1976",664,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1977","1977",664,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1978","1978",658,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1979","1979",653,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1980","1980",645,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1981","1981",609,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1982","1982",587,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1983","1983",555,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1984","1984",539,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1985","1985",537,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1986","1986",538,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1987","1987",542,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1988","1988",542,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1989","1989",534,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1990","1990",539,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1991","1991",537,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1992","1992",558,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1993","1993",552,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1994","1994",564,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1995","1995",581,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1996","1996",593,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1997","1997",572,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1998","1998",532,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","1999","1999",489,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2000","2000",466,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2001","2001",448,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2002","2002",420,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2003","2003",398,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2004","2004",382,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2005","2005",377,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2006","2006",369,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2007","2007",358,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2008","2008",347,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2009","2009",336,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2010","2010",326,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2011","2011",315,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2012","2012",309,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2013","2013",309,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2014","2014",313,,
"IT","Italy","DEATHS","deaths - dx","9","total","Y35-39","35-39 years","2015","2015",309,,
